w851	t30685	1
w6991	t30008	0
w2596	t36316	0
w5507	t15145	1
w2982	t44785	1
w1118	t30185	1
w5305	t59626	0
w5802	t96941	0
w5879	t7116	1
w603	t26681	1
w4733	t90011	1
w4432	t48449	1
w792	t34601	0
w6059	t3799	1
w3048	t95532	0
w919	t17156	0
w1538	t72466	1
w2143	t20286	1
w1670	t2356	1
w6383	t45353	1
w486	t53981	1
w3354	t56335	1
w6734	t87370	1
w4262	t13627	1
w1458	t68430	1
w3716	t12806	1
w724	t69951	1
w2923	t76723	1
w693	t56831	1
w4769	t5973	0
w3185	t6682	1
w4712	t52487	0
w2918	t79292	0
w5925	t91317	0
w2390	t36156	0
w1810	t806	0
w5516	t44923	0
w1825	t22688	1
w5781	t46844	1
w6715	t48472	1
w5534	t12504	0
w4182	t89737	1
w3737	t28661	1
w6458	t36347	1
w1131	t68374	1
w5843	t90925	0
w5196	t74039	0
w3527	t97545	0
w4096	t90334	0
w6323	t93141	1
w580	t36444	1
w4603	t97734	0
w3802	t27311	0
w1267	t54652	0
w2980	t80251	0
w5372	t1659	1
w1243	t22051	0
w6544	t31251	1
w4237	t66780	1
w6383	t52464	0
w5816	t25906	1
w566	t80631	1
w5458	t97601	0
w6448	t92352	1
w206	t2565	0
w5515	t29235	0
w4715	t49095	1
w4632	t29853	1
w2003	t76856	1
w940	t53444	0
w6152	t33848	1
w827	t38996	1
w152	t18273	0
w1791	t85240	1
w6213	t17973	0
w6912	t8994	0
w6511	t82263	1
w5937	t88134	0
w4223	t38113	1
w1122	t15309	1
w3470	t29869	1
w1323	t26618	1
w6285	t35863	1
w855	t91667	1
w2676	t31064	1
w164	t43889	1
w1409	t19187	0
w3709	t19146	1
w3826	t91345	1
w6551	t52034	0
w4047	t89358	1
w173	t55276	0
w671	t8253	0
w2735	t89863	0
w5039	t37187	1
w1178	t27981	1
w1282	t59318	1
w1817	t3578	1
w4955	t95449	0
w5197	t25539	0
w296	t40370	0
w3086	t51776	1
w6473	t36365	1
w2185	t91270	1
w3565	t57827	1
w4029	t82241	1
w6523	t10215	1
w4383	t25118	0
w4339	t55604	0
w5133	t52547	0
w4744	t221	1
w5445	t21668	0
w77	t74744	1
w6668	t16968	0
w2018	t44510	1
w404	t94771	1
w3058	t97087	1
w2343	t117	1
w6294	t62029	1
w1014	t79047	1
w1884	t48029	0
w3172	t64243	0
w1258	t93878	1
w1666	t11893	1
w3710	t3410	1
w6755	t90873	0
w1689	t81150	1
w6	t88438	1
w3860	t22593	0
w1837	t19918	1
w1719	t11110	1
w7053	t75468	1
w5973	t9298	0
w2259	t43980	1
w1266	t70182	0
w3537	t50121	0
w6973	t40770	1
w4265	t16047	1
w6085	t21831	0
w6535	t68065	0
w2528	t17423	0
w7069	t70172	0
w3841	t43187	1
w3666	t76268	0
w4204	t59905	1
w2074	t54656	1
w2069	t87939	1
w3643	t3888	1
w3925	t90240	0
w6868	t3668	1
w5594	t48848	1
w3265	t23416	0
w1090	t50710	0
w5590	t73182	1
w3850	t69948	1
w17	t73660	1
w4220	t13397	1
w2505	t73088	1
w2568	t8236	1
w3295	t25450	1
w3585	t60517	1
w613	t24190	0
w2926	t15846	1
w4722	t93159	0
w879	t1038	1
w5784	t41442	1
w5289	t28802	1
w2263	t93110	1
w49	t78350	1
w838	t57896	0
w1334	t4408	1
w3386	t85528	1
w6532	t69576	0
w1823	t55362	0
w4845	t60433	1
w477	t7980	1
w878	t60934	1
w1289	t33	1
w1095	t421	1
w3599	t79977	0
w5564	t17263	0
w4732	t62161	0
w1064	t52683	0
w1942	t8423	1
w2748	t1836	0
w542	t38915	0
w7091	t76285	0
w5549	t68319	1
w6089	t29286	0
w5498	t8816	0
w4170	t84130	0
w3206	t93427	1
w6499	t25114	1
w6184	t93185	0
w5395	t32180	0
w1443	t37932	1
w5155	t74583	1
w206	t66173	1
w6234	t48671	0
w4742	t84388	1
w2616	t46163	0
w748	t21863	0
w430	t98181	1
w3286	t51150	1
w3035	t77126	0
w2661	t61463	1
w5506	t82432	1
w2991	t36090	1
w7006	t40182	0
w4843	t12088	0
w5098	t52621	0
w5468	t52205	0
w6405	t37937	1
w2939	t75863	1
w5060	t17218	0
w1238	t37059	1
w3294	t67998	0
w6307	t88493	0
w1333	t42350	0
w2091	t76884	0
w1456	t59300	1
w577	t94818	0
w4702	t97736	0
w1157	t132	1
w2387	t41182	1
w3761	t55823	1
w1791	t39975	1
w4138	t46636	1
w3654	t91876	1
w5802	t63558	1
w6367	t97580	0
w2937	t73408	1
w6883	t18599	1
w2313	t95174	1
w5781	t4102	1
w6636	t38450	1
w6925	t66156	1
w5290	t1277	1
w5799	t74213	1
w3064	t20171	0
w2811	t98399	1
w660	t94354	0
w4378	t71736	1
w1014	t52443	0
w3789	t35247	1
w4919	t14974	0
w4782	t90828	0
w2618	t56652	0
w3719	t90475	0
w4228	t96021	1
w6991	t80121	0
w7040	t47151	1
w4730	t32939	1
w6678	t55262	1
w3345	t3588	0
w6383	t42397	1
w4726	t38838	1
w153	t3396	1
w4461	t5566	1
w3875	t63842	0
w871	t3975	0
w1282	t15109	0
w2662	t71526	0
w4670	t86446	0
w1656	t66785	1
w4604	t69081	0
w3686	t1550	1
w711	t97128	1
w4103	t83404	1
w1052	t4161	1
w4508	t4433	1
w6912	t81716	0
w1241	t41703	1
w3609	t16972	0
w2824	t66394	1
w3085	t71582	0
w406	t2176	1
w27	t28235	0
w6001	t53342	0
w4956	t87304	0
w3388	t67812	0
w1496	t36550	1
w4654	t79994	0
w4709	t44732	1
w4497	t15747	0
w671	t19656	1
w5470	t18677	1
w4641	t33819	1
w2694	t11374	1
w2086	t8825	1
w1336	t40616	0
w845	t7745	1
w6711	t74242	1
w3111	t5713	0
w4690	t52796	0
w5333	t39955	0
w599	t83222	1
w2830	t70329	0
w5231	t86769	0
w6724	t47908	1
w6567	t18551	0
w5499	t97069	0
w198	t48710	1
w2529	t25648	1
w1135	t56196	0
w827	t82707	0
w3345	t6061	1
w1449	t62885	0
w3991	t8340	1
w1722	t24474	1
w7117	t48684	0
w5286	t76351	1
w4732	t28063	0
w2050	t84666	1
w7047	t6231	0
w5217	t20375	0
w1534	t97204	1
w4919	t33289	0
w4385	t43419	0
w28	t29971	0
w3549	t34203	1
w4771	t80911	0
w3478	t21648	1
w4924	t65217	0
w6936	t32662	1
w257	t35240	1
w5727	t84687	1
w2332	t78398	1
w856	t63181	1
w4708	t29207	1
w4493	t57040	1
w5874	t48371	1
w1234	t7442	1
w3694	t99046	1
w5879	t87348	1
w1533	t60136	1
w568	t38154	0
w6919	t31069	1
w6523	t8726	1
w3422	t56745	1
w898	t574	1
w3020	t77291	1
w5418	t94517	0
w6375	t3289	1
w4520	t81889	1
w878	t41165	1
w1504	t7237	1
w6099	t2173	0
w5611	t19429	0
w4075	t1665	1
w3801	t50077	0
w722	t96220	1
w1026	t17530	1
w2045	t68525	1
w6249	t25099	0
w6588	t82775	0
w4601	t61898	0
w1573	t24333	1
w6409	t58598	1
w4321	t65175	1
w6781	t48034	1
w4158	t78004	0
w6262	t61823	1
w3916	t3392	0
w1289	t7110	0
w3470	t55293	1
w4554	t24669	0
w938	t94216	1
w2277	t45039	0
w1509	t24186	1
w953	t26269	0
w6666	t35535	1
w878	t29219	1
w4460	t60483	0
w1593	t6983	1
w3288	t21970	1
